user_input,retrieved_contexts,reference,context_recall,context_precision
"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?","[""University of Kansas\nThe University of Kansas, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas.  The main campus in Lawrence, one of the largest college towns in Kansas, is on Mount Oread, the highest elevation in Lawrence.  Two branch campuses are in the Kansas City metropolitan area: the Edwards Campus in Overland Park, and the university's medical school and hospital in Kansas City.  There are also educational and research sites in Parsons, Topeka, Garden City, Hays, and Leavenworth, and branches of the medical school in Wichita and Salina.  The university is one of the 62 members of the Association of American Universities."", 'Kansas Song\nKansas Song (We’re From Kansas) is a fight song of the University of Kansas.', 'ately traded to Washington for cash and a high draft pick.  He was the ""Tribe\'s"" defensive leader and starting middle linebacker upon reporting to camp.  He was a runner-up for Rookie of the Year as a middle linebacker and played more minutes than any other player in the NFL in 1961.  After his first stellar season, he was moved to starting Center where he played at an elite level.  He was traded to the Chicago Bears in 1965, where he was injured in a pre-season game.  Although urged to return by many, Fred returned to Kansas and earned his master\'s degree in Education.  He went on to a very successful business career.  The ""gentle giant"" at a huge 6 foot 5 and 255 pounds of solid muscle with world class speed, Fred was named as Kansas University\'s ""Center o']","Kansas Song (We’re From Kansas) is a fight song of the University of Kansas.
 The main campus in Lawrence, one of the largest college towns in Kansas, is on Mount Oread, the highest elevation in Lawrence.
 Two branch campuses are in the Kansas City metropolitan area: the Edwards Campus in Overland Park, and the university's medical school and hospital in Kansas City.",1.0,0.99999999995
"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?","['Deadfall (1993 film)\nDeadfall is a 1993 crime drama film directed by Christopher Coppola.  Coppola co-wrote the script with Nick Vallelonga.  The film stars Michael Biehn, Nicolas Cage, Charlie Sheen, James Coburn, and Peter Fonda.  It is also the prime influence on the song \'Deadfall\', written by the American hardcore punk band Snot.  A prequel/sequel, ""Arsenal"", starring Nicolas Cage as his character Eddie King, was released in 2017.', 'The Alzheimer Case\nThe Alzheimer Case, also known as ""The Alzheimer Affair"" or ""The Memory of a Killer"", Dutch: ""De Zaak Alzheimer"" , is a 2003 film directed by Erik Van Looy, based on the novel ""De Zaak Alzheimer"" by Jef Geeraerts.  An American remake of the film is in development at Focus Features.  Stephane Sperry is the producer.  Matthew Michaud adapted the screenplay from the original film.', 'Parallels (film)\nParallels is a 2015 American science-fiction adventure film, originally conceived as a television pilot, derived from a story by Christopher Leone and Laura Harkcom.  Mark Hapka, Jessica Rothe, Eric Jungmann, and Constance Wu star as people who are thrown into alternate Earths that range from subtly different to post-apocalyptic.  It was released in March 2015 on the Netflix streaming service.  It was announced on November 16, 2016 that Neil Gaiman would be collaborating with Christopher Leone and Albert Kim to adapt the teaser / trailer movie into a TV series, titled ""The Building"".', 'True Lies\nTrue Lies is a 1994 American action film written, co-produced and directed by James Cameron, starring Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Art Malik, Tia Carrere, Bill Paxton, Eliza Dushku, Grant Heslov and Charlton Heston.  It is a loose remake of the 1991 French comedy film ""La Totale! "" The film follows U.S. government agent Harry Tasker (Schwarzenegger), who balances his life as a spy with his familial duties.']","David Weissman is a screenwriter and director.
 His film credits include ""The Family Man"" (2000), ""Evolution"" (2001), and """"When in Rome"""" (2010).
The Family Man is a 2000 American romantic comedy-drama film directed by Brett Ratner, written by David Diamond and David Weissman, and starring Nicolas Cage and Téa Leoni.",0.0,0.0
What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,"[""Steven Adler\nSteven Adler (born Michael Coletti; January 22, 1965) is an American musician.  He is best known as the former drummer and co-songwriter of the hard rock band Guns N' Roses, with whom he achieved worldwide success in the late 1980s.  Adler was fired from Guns N' Roses over his heroin addiction in 1990, following which he reformed his old band Road Crew and briefly joined BulletBoys, which both proved unsuccessful.  During the 2000s, Adler was the drummer of the band Adler's Appetite, and from 2012, he had held the same position in the band Adler.  In early 2017, Steven Adler declared that he has no intention to continue with the band, and that the band has now dissolved, and the reason is his lack of interest in performing during poorly attended"", 'Mercury Rising\nMercury Rising is a 1998 American political action thriller film starring Bruce Willis and Alec Baldwin.  Directed by Harold Becker, the movie is based on Ryne Douglas Pearson\'s 1996 novel originally published as ""Simple Simon"".  Willis plays Art Jeffries, an undercover FBI agent who protects a 9-year-old boy with autism who is targeted by government assassins after he cracks a top secret government code.', 'The Dark Knight Rises\nThe Dark Knight Rises is a 2012 superhero film directed by Christopher Nolan, who co-wrote the screenplay with his brother Jonathan Nolan, and the story with David S. Goyer.  Featuring the DC Comics character Batman, the film is the final installment in Nolan\'s ""Batman"" film trilogy, and the sequel to ""Batman Begins"" (2005) and ""The Dark Knight"" (2008).  Christian Bale reprises the lead role of Bruce Wayne/Batman, with a returning cast of allies: Michael Caine as Alfred Pennyworth, Gary Oldman as James Gordon, and Morgan Freeman as Lucius Fox.  The film introduces Selina Kyle (Anne Hathaway), and Bane (Tom Hardy).  Eight years after the events of ""The Dark Knight"", merciless revolutionary Bane forces an older Bruce Wayne to resume his r', 'te, Chris Pratt as Andy Dwyer, Adam Scott as Ben Wyatt, Rob Lowe as Chris Traeger, Jim O\'Heir as Garry ""Jerry"" or ""Larry"" Gergich, Retta as Donna Meagle, and Billy Eichner as Craig Middlebrooks.']","""Oh My God"" is a song by Guns N' Roses released in 1999 on the soundtrack to the film ""End of Days"".
 The song was sent out to radio stations in November 1999 as a promo for the soundtrack and the band.
 The film follows former New York Police Department detective Jericho Cane (Schwarzenegger) after he saves a banker (Byrne) from an assassin, finds himself embroiled in a religious conflict, and must protect an innocent young woman (Tunney) who is chosen by evil forces to conceive the Antichrist with Satan.",0.0,0.0
Are Random House Tower and 888 7th Avenue both used for real estate?,"['Random House Tower\nThe Random House Tower, also known as the Park Imperial Apartments, is a 52-story mixed-use tower in New York City, United States, that is used as the headquarters of book publisher Random House and a luxury apartment complex.  The book publisher entrance is on Broadway and goes up to 27 floors, while the apartment complex entrance is on West 56th Street.', '888 7th Avenue\n888 7th Avenue is a 628 ft (191m) tall modern-style office skyscraper in Midtown Manhattan which was completed in 1969 and has 46 floors.  Emery Roth & Sons designed the building, which is tied with Central Park Place for the 65th tallest building in New York City.  It currently carries the Vornado Realty Trust corporate headquarters.  Previously known as the Arlen Building, its namesake being the company responsible for its construction, Arlen Realty & Development Corporation.  The Red Eye Grill is located in the building at street level.']","The Random House Tower, also known as the Park Imperial Apartments, is a 52-story mixed-use tower in New York City, United States, that is used as the headquarters of book publisher Random House and a luxury apartment complex.
 It currently carries the Vornado Realty Trust corporate headquarters.",1.0,0.49999999995
The football manager who recruited David Beckham managed Manchester United during what timeframe?,"[""The Class of '92\nThe Class of '92 is a 2013 British documentary film, released on 1 December 2013.  The film centres on the rise of six young Manchester United footballers – David Beckham, Nicky Butt, Ryan Giggs, Gary Neville, Phil Neville and Paul Scholes – and details their careers for Manchester United starting in 1992."", 'Joshua Parlby\nJoshua Parlby (born 1855 in Longton, Staffordshire) was an English football manager who managed Manchester City in the 1890s.', 'David Beckham Academy\nThe David Beckham Academy was a football school founded by England international David Beckham in 2005.  In 2009 it operated in two locations: in London, United Kingdom, and in Los Angeles, California, United States.  The academy pulled out of the London site at the end of the lease in October 2009, and the California branch closed soon after.', 'John Alexander (footballer, born 1955)\nJohn Alexander (born 5 October 1955) is an English former footballer who holds the post of club secretary at Manchester United.  Born in Liverpool, Alexander began his football career with a club called Ulysses, before being picked up by Millwall, for whom he made his league debut in 1976.  After scoring twice in 15 appearances over the course of two years with Millwall, he moved to Reading; he enjoyed greater success with Reading, scoring nine goals in 25 games.  In 1981, he joined Northampton Town, but spent just one season with them before retiring from football at the age of 26 in 1982.  Upon retiring from football, Alexander got a job with the BBC, but he later returned to football as club secretary at Watford.  In']"," Their triumph was made all the more remarkable by the fact that Alex Ferguson had sold experienced players Paul Ince, Mark Hughes and Andrei Kanchelskis before the start of the season, and not made any major signings.
 Instead, he had drafted in young players like Nicky Butt, David Beckham, Paul Scholes and the Neville brothers, Gary and Phil.
Sir Alexander Chapman Ferguson, CBE (born 31 December 1941) is a Scottish former football manager and player who managed Manchester United from 1986 to 2013.",0.3333333333333333,0.9999999999
Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"['Oakland, California\nOakland is the largest city and the county seat of Alameda County, California, United States.  A major West Coast port city, Oakland is the largest city in the East Bay region of the San Francisco Bay Area, the third largest city overall in the San Francisco Bay Area, the eighth largest city in California, and the 45th largest city in the United States, with a population of 419,267 as of 2015 .  It serves as a trade center for the San Francisco Bay Area; its Port of Oakland is the busiest port in the San Francisco Bay, the entirety of Northern California, and the fifth busiest in the United States of America.  The city was incorporated in 1852.', 'Brown State Fishing Lake\nBrown State Fishing Lake (sometimes also known as Brown State Fishing Lake And Wildlife Area) is a protected area in Brown County, Kansas in the United States.  The lake is 62 acres (0.25 km²) in area and up to 13 feet (4 m) deep.  The area was formerly known as Brown County State Park, and is 8 miles (13 km) east of Hiawatha, Kansas.']","Brown State Fishing Lake (sometimes also known as Brown State Fishing Lake And Wildlife Area) is a protected area in Brown County, Kansas in the United States.
 As of the 2010 census, the county population was 9,984.",0.5,0.49999999995
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,"[""2012–13 Vermont Catamounts men's basketball team\nThe 2012–13 Vermont Catamounts men's basketball team represented the University of Vermont during the 2012–13 NCAA Division I men's basketball season.  The Catamounts, led by second year head coach John Becker, played their home games at Patrick Gym and were members of the America East Conference.  They finished the season 21–12, 11–5 in America East play to finish in a tie for second place.  They advanced to the championship game of the America East Tournament where they lost to Albany.  They were invited to the 2013 College Basketball Invitational where they lost in the first round to Santa Clara."", ""Vermont Catamounts men's basketball\nThe Vermont Catamounts Basketball team is the basketball team that represents the University of Vermont in Burlington, Vermont.  The school's team currently competes in the America East Conference and plays its home games at Patrick Gym.  The team has reached the NCAA Division I Men's Basketball Tournament six times, in 2003, 2004, 2005, 2010, 2012, and 2017.  UVM famously upset Syracuse University in the first round of the 2005 tournament.  The Catamounts are coached by John Becker."", ""High School, South Webster High School, and Wheelersburg High School).  The conference recognizes: baseball, boys' and girls' basketball, boys' and girls' cross country, football, boys' soccer, fast pitch softball, boys' and girls' swimming, boys' and girls' tennis, boys' and girls' track and field athletics, and girls' volleyball."", 'America East Conference\nThe America East Conference is a collegiate athletic conference affiliated with the NCAA Division I, whose members are located mainly in the Northeastern United States.  The conference was known as the Eastern College Athletic Conference-North from 1979 to 1988 and the North Atlantic Conference from 1988 to 1996.', 'g into region play) to claim the last and final spot as the 8th seed in the BigXII Championship.  The Cowboys went back to their traditionion and won just the 2nd Big 12 tournament in schools rich baseball history.  The Cowboys won 16 straight Big 8 tournaments before the formation of the Big12.  The Cowboys became the 1st eight seed (last seed) to win the conference championship and by doing so Holliday got his team in the NCAA postseason for the 5th time in his 5 years at the school.  The season was full of injuries from top to bottom Holliday and is associated Head Coach and current (2016) assistant coach of the year Rob Walton put together a pitching staff that was nothing short of magical.  The Cowboys luck would run out as the were sent to the Arkansas']","The Vermont Catamounts men's soccer team represents the University of Vermont in all NCAA Division I men's college soccer competitions.
 The team competes in the America East Conference.
 The conference was known as the Eastern College Athletic Conference-North from 1979 to 1988 and the North Atlantic Conference from 1988 to 1996.",0.3333333333333333,0.249999999975
Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,"['Jean-Claude Auvray\nJean-Claude Auvray is a French opera director.  In 1973 he was appointed by Rolf Libermann to direct the Paris Opera in their productions of Puccini\'s ""Tosca"" (Puccini) and Mozart\'s ""Così fan tutte"". "" Le Nozze di Figaro"" was acclaimed in 1974.  Among his 150 and more productions are ""Tancredi"" (Rossini), ""La Gioconda"" (Ponchielli), ""Tristan und Isolde"" (Wagner), ""Manon"" (Massenet), ""Peter Grimes"" (Britten), ""Fidelio"" (Beethoven), ""Otello, ""Aida"" (Verdi), ""La bohème"" and ""Gianni Schicchi"" (Puccini).  Between 1996 and 2006 he directed plays at the Israeli Opera.']","Giuseppe Fortunino Francesco Verdi (] ; 9 or 10 October 1813 – 27 January 1901) was an Italian opera composer.
Charles Louis Ambroise Thomas (5 August 1811 – 12 February 1896) was a French composer, best known for his operas ""Mignon"" (1866) and ""Hamlet"" (1868, after Shakespeare) and as Director of the Conservatoire de Paris from 1871 till his death.",0.0,0.0
Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,"[""Roger O. Egeberg\nRoger Olaf Egeberg, M.D. (13 November 1902 – 13 September 1997 Washington, D.C.) was an American medical educator, administrator and advocate of public health.  He was General Douglas MacArthur's personal physician during World War II in the Pacific theater.  His other roles included Assistant Secretary for Health and Scientific Affairs in the Department of Health, Education, and Welfare (now the United States Department of Health and Human Services) during the Nixon administration and Dean of the University of Southern California's medical school."", 'Lawrence Eagleburger\nLawrence Sidney Eagleburger (August 1, 1930 – June 4, 2011) was an American statesman and career diplomat, who served briefly as the Secretary of State under President George H. W. Bush.  Previously, he had served in lesser capacities under Presidents Richard Nixon, Jimmy Carter, and Ronald Reagan, and as Deputy Secretary of State under George H. W. Bush.', 'Steven K. Galson\nSteven Kenneth Galson (born 1956) is an American public health physician.  He is currently Senior Vice President for Global Regulatory Affairs at Amgen, the S. California-based innovative global biopharmaceutical company.  He is also Professor-at-Large at the Keck Graduate Institute for Applied Life Sciences in Clarmont, California.  He is a retired rear admiral in the United States Public Health Service Commissioned Corps and public health administrator who served as the acting Surgeon General of the United States from October 1, 2007 – October 1, 2009.  He served concurrently as acting Assistant Secretary for Health from January 22, 2009 to June 25, 2009, and as the Deputy Director and Director of the Center for Drug Evaluation and Researc', ""resentative from 1979 to 1981.  He served as a senior staff member for International Economic Affairs on the United States National Security Council from 1969 to 1977, where he was senior economic adviser to Henry Kissinger, General Brent Scowcroft and Zbigniew Brzezinski.  He helped to manage the Nixon administration's opening of diplomatic relations with China's communist government.  He was a recipient of the French Legion of Honor in 1982 and the Arthur S. Flemming Award in 1974.""]"," His other roles included Assistant Secretary for Health and Scientific Affairs in the Department of Health, Education, and Welfare (now the United States Department of Health and Human Services) during the Nixon administration and Dean of the University of Southern California's medical school.
Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States from 1969 until 1974, when he resigned from office, the only U.S. president to do so.",0.5,0.9999999999
"Which writer was from England, Henry Roth or Robert Erskine Childers?","['Robert Erskine Childers\nRobert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, was a British writer, whose works included the influential novel ""The Riddle of the Sands"", and a Fenian revolutionary who smuggled guns to Ireland in his sailing yacht ""Asgard"".  He was executed by the authorities of the nascent Irish Free State during the Irish Civil War.  He was the son of British Orientalist scholar Robert Caesar Childers; the cousin of Hugh Childers and Robert Barton; and the father of the fourth President of Ireland, Erskine Hamilton Childers.', 'Gretchen Osgood Warren\nGretchen Osgood Warren (19 March 1868 – September 1961), the wife of Fiske Warren, was an actress, singer and poet.  The daughter of Dr. Hamilton Osgood and Margaret Cushing Osgood of Beacon Hill, Boston, Massachusetts, her younger sister was Mary Alden Childers, the wife of writer and Irish nationalist Robert Erskine Childers.  Her nephew Erskine Hamilton Childers served as the fourth President of Ireland from 1973-74.']","Henry Roth (February 8, 1906 – October 13, 1995) was an American novelist and short story writer.
Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, was a British writer, whose works included the influential novel ""The Riddle of the Sands"", and a Fenian revolutionary who smuggled guns to Ireland in his sailing yacht ""Asgard"".",0.5,0.9999999999
Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?,"['Formula One drivers from Mexico\nThere have been six Formula One drivers from Mexico who have taken part in races since the championship began in 1950.  Pedro Rodríguez is the most successful Mexican driver being the only one to have won a grand prix.  Sergio Pérez, the only other Mexican to finish on the podium, currently races with Sahara Force India F1 Team .', 'Eduardo Troconis\nEduardo Troconis (born in Veracruz, Veracruz) is a Mexican race car driver.  He is a two-time Mexican Formula Three International champion and a Rookie of the Year Award winner in the Indy Lights de las Americas and Formula Vee Series.  Troconis has also competed in the NASCAR Toyota Series and Desafío Corona Series.']"," Pedro Rodríguez is the most successful Mexican driver being the only one to have won a grand prix.
 Sergio Pérez, the only other Mexican to finish on the podium, currently races with Sahara Force India F1 Team .
Sergio Pérez Mendoza (    ; born 26 January 1990) also known as ""Checo"" Pérez, is a Mexican racing driver, currently driving for Force India.",0.6666666666666666,0.9999999999
This singer of A Rather Blustery Day also voiced what hedgehog?,"['A Rather Blustery Day\n""A Rather Blustery Day"" is a whimsical song from the Walt Disney musical film featurette, ""Winnie the Pooh and the Blustery Day"".  It was written by Robert & Richard Sherman and sung by Jim Cummings as ""Pooh"".', 'Leather-Winged Bat\n""Leather-Winged Bat"" is a well-known English folk song about a collection of ""birds"".  The song\'s most used cast members are usually bat, a wood pecker, a blue bird, owl and turtle dove.  However, depending on the artist, the song can have different creatures.  Such as Peter, Paul and Mary\'s 1969 version which has a bat, a black bird, wood pecker, turtle dove, and a blue jay.  Each ""bird"" has something to say about love and courtship in some sort of rhyming manner.  It was recorded by Burl Ives on 31 January 1941 and released in August 1941 on the album ""Okeh Presents the Wayfaring Stranger"".  It has also been recorded by Pete Seeger, The Duhks, Bill Staines, Spider John Koerner, Peter, Paul and Mary, Kitty White, Nettles, Vicki Neville, K']"," It was written by Robert & Richard Sherman and sung by Jim Cummings as ""Pooh"".
 He is known for voicing the title character from ""Darkwing Duck"", Dr. Robotnik from ""Sonic the Hedgehog"", and Pete.",0.5,0.9999999999
"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?","['Apple Remote\nThe Apple Remote is a remote control device released in or after October 2005 by Apple Inc. for use with a number of its products which use infrared capabilities.  The device was originally designed to interact with the Front Row media program on the iSight iMac G5 and is compatible with some later desktop and portable Macintosh computers.  The first three generations of Apple TV used the Apple Remote as their primary control mechanism.  It has now been replaced with the Siri Remote in the fourth generation.  Prior to the Apple Remote, Apple produced several nameless IR remotes for products such as the Macintosh TV, TV tuner expansion boards, and the PowerCD drive.', 'Siri Remote\nThe Siri Remote is a remote control device released in tandem with the 4th Generation Apple TV at an Apple Keynote Address by CEO Tim Cook on October 26, 2015 by Apple Inc. The Remote is designed specifically to work with the always-on Siri capable Apple TV.  The device is a successor of the original Apple Remote.  It is also compatible with the Apple TV 4K.', 'Parallels (film)\nParallels is a 2015 American science-fiction adventure film, originally conceived as a television pilot, derived from a story by Christopher Leone and Laura Harkcom.  Mark Hapka, Jessica Rothe, Eric Jungmann, and Constance Wu star as people who are thrown into alternate Earths that range from subtly different to post-apocalyptic.  It was released in March 2015 on the Netflix streaming service.  It was announced on November 16, 2016 that Neil Gaiman would be collaborating with Christopher Leone and Albert Kim to adapt the teaser / trailer movie into a TV series, titled ""The Building"".', 'Stargate SG-1 (season 8)\nSeason eight of ""Stargate SG-1"", an American-Canadian military science fiction television series, began airing on July 9, 2004 on the Sci Fi channel.  The eighth season concluded on February 22, 2005, after 20 episodes on British Sky One, which overtook the Sci Fi Channel in mid-season.  This was the first season of the show to have 20 episodes instead of 22, as well as the first to air concurrently with ""Stargate SG-1"" spinoff series ""Stargate Atlantis"" (the first season thereof).  The series was originally developed by Brad Wright and Jonathan Glassner, while Brad Wright and Robert C. Cooper served as executive producers.  Season eight regular cast members include Richard Dean Anderson, Amanda Tapping, Christopher Judge, and Michae', 'Pilot (Rick and Morty)\n""Pilot"" is the first episode of ""Rick and Morty"".  It premiered on Adult Swim on December 2, 2013.  It is written by series creators Dan Harmon and Justin Roiland, and directed by Roiland.  The series introduces protagonists, alcoholic scientist Rick Sanchez and his innocent teenage grandson Morty Smith, as they embark on a dangerous interdimensional adventure to fetch Mega tree seeds.  The pilot had a mixed to positive reception and was seen by about 1.1 million viewers when airing.']","The Apple Remote is a remote control device released in or after October 2005 by Apple Inc. for use with a number of its products which use infrared capabilities.
 The device was originally designed to interact with the Front Row media program on the iSight iMac G5 and is compatible with some later desktop and portable Macintosh computers.
Front Row is a discontinued media center software application for Apple's Macintosh computers and Apple TV for navigating and viewing video, photos, podcasts, and music from a computer, optical disc, or the Internet through a 10-foot user interface (similar to Windows Media Center and Kodi).
 The software relies on iTunes and iPhoto and is controlled by an Apple Remote or the keyboard function keys.",0.5,0.9999999999
